userid,placeid,datetime,lat,lon,city,category
ben-parr,royal-ground-san-francisco,2010-09-21T00:25:30,37.7974,-122.422,San Francisco,Food:Café
ben-parr,south-park-san-francisco,2010-09-21T19:35:17,37.7816499259,-122.393899262,San Francisco,Parks & Outdoors:Park
ben-parr,myspace-hq-beverly-hills,2010-09-22T02:27:59,34.076212,-118.393564,Beverly Hills,Home / Work / Other:Corporate / Office
shaherose-charania,funky-door-yoga-nob-hill-san-francisco,2010-10-22T19:59:32,37.789322,-122.420203,San Francisco,Home / Work / Other:Gym / Fitness
shaherose-charania,funky-door-yoga-nob-hill-san-francisco,2010-08-07T16:39:57,37.789322,-122.420203,San Francisco,Home / Work / Other:Gym / Fitness
shaherose-charania,dosa-san-francisco,2010-08-08T02:51:54,37.78536,-122.432842,San Francisco,Food:Indian
shaherose-charania,funky-door-yoga-nob-hill-san-francisco,2010-08-10T15:01:41,37.789322,-122.420203,San Francisco,Home / Work / Other:Gym / Fitness
shaherose-charania,funky-door-yoga-nob-hill-san-francisco,2010-08-11T15:16:34,37.789322,-122.420203,San Francisco,Home / Work / Other:Gym / Fitness
shaherose-charania,taverna-aventine-san-francisco,2010-08-14T01:16:13,37.7955978,-122.4029304,San Francisco,Food:Italian
shaherose-charania,bocadillos-san-francisco,2010-08-14T03:30:42,37.795811,-122.403157,San Francisco,Food:Tapas
shaherose-charania,stinson-beach-stinson-beach,2010-08-15T00:02:14,37.9118,-122.661,Stinson Beach,Parks & Outdoors:Beach
shaherose-charania,dosa-san-francisco,2010-08-15T04:38:46,37.78536,-122.432842,San Francisco,Food:Indian
shaherose-charania,w-san-francisco-san-francisco,2010-08-15T07:26:28,37.785182,-122.400484,San Francisco,Travel:Hotel
shaherose-charania,funky-door-yoga-nob-hill-san-francisco,2010-08-16T14:49:47,37.789322,-122.420203,San Francisco,Home / Work / Other:Gym / Fitness
shaherose-charania,oakland-international-airport-oak-oakland,2010-08-16T19:15:27,37.7122674059,-122.212611437,Oakland,Travel:Airport
maia-bittner,momi-tobys-revolution-cafe-art-bar-san-francisco,2009-06-14T01:18:17,37.775807,-122.425964,San Francisco,Food:Coffee Shop
maia-bittner,danceground-keriac-san-francisco,2009-06-14T03:32:12,37.7863,-122.44,San Francisco,Arts & Entertainment:Performing Arts:Dance Studio
maia-bittner,bagdad-cafe-san-francisco,2009-06-14T06:10:44,37.764477,-122.432368,San Francisco,Food:Breakfast / Brunch
maia-bittner,san-francisco-botanical-garden-san-francisco,2009-06-14T19:18:49,37.7690800455,-122.47033149,San Francisco,Parks & Outdoors:Garden
maia-bittner,beanery-san-francisco,2009-06-14T20:54:16,37.7639,-122.466,San Francisco,Food:Coffee Shop
maia-bittner,cafe-flore-san-francisco,2009-06-14T22:39:14,37.764651,-122.432924,San Francisco,Food:Café
maia-bittner,rainbow-grocery-san-francisco,2009-06-15T00:39:03,37.7682383024,-122.415418625,San Francisco,Food:Vegetarian / Vegan
maia-bittner,crate-barrel-san-francisco,2009-06-15T20:46:03,37.7863091,-122.4063601,San Francisco,Shops:Furniture / Home
maia-bittner,cafe-destijl-san-francisco,2009-06-16T17:48:56,37.8015,-122.4,San Francisco,Food:Coffee Shop
maia-bittner,balmy-alley-san-francisco,2009-06-17T01:02:20,37.7517,-122.412,San Francisco,Arts & Entertainment:Museum
maia-bittner,dosa-san-francisco,2009-06-17T01:24:20,37.757083,-122.420838,San Francisco,Food:Indian
maia-bittner,tartine-bakery-cafe-san-francisco,2009-06-17T01:44:04,37.7614192,-122.4240661,San Francisco,Food:Breakfast / Brunch
maia-bittner,bi-rite-creamery-san-francisco,2009-06-17T01:48:45,37.761529,-122.425799,San Francisco,Food:Ice Cream
maia-bittner,tartine-bakery-cafe-san-francisco,2009-06-17T15:57:17,37.7614192,-122.4240661,San Francisco,Food:Breakfast / Brunch
maia-bittner,mission-creek-cafe-san-francisco,2009-06-17T16:39:00,37.7574,-122.421,San Francisco,Shops:Bookstore
maia-bittner,we-be-sushi-san-francisco,2009-06-18T02:14:05,37.764264,-122.422121,San Francisco,Food:Sushi
harj-taggar,red-rock-coffee-mountain-view,2010-10-22T15:34:39,37.393588,-122.078752,Mountain View,Food:Coffee Shop
harj-taggar,901-columbus-caffe-san-francisco,2010-09-09T19:20:40,37.8029,-122.414,San Francisco,Food:Coffee Shop
harj-taggar,crave-san-francisco,2010-09-14T23:01:15,37.7968,-122.422,San Francisco,Food:Coffee Shop
harj-taggar,peets-coffee-san-francisco,2010-09-15T00:13:20,37.7959421,-122.4217911,San Francisco,Food:Coffee Shop
harj-taggar,zarzuela-san-francisco,2010-09-15T03:20:03,37.7993,-122.419,San Francisco,Food:Tapas
harj-taggar,whole-foods-market-san-francisco,2010-09-16T03:08:45,37.7899127847,-122.42357254,San Francisco,Shops:Food & Drink:Grocery / Supermarket
harj-taggar,vertigo-san-francisco,2010-09-17T08:04:04,37.7874854,-122.4200417,San Francisco,Nightlife:Bar
harj-taggar,crave-san-francisco,2010-09-18T21:30:24,37.7968,-122.422,San Francisco,Food:Coffee Shop
harj-taggar,crave-san-francisco,2010-09-19T21:26:36,37.7968,-122.422,San Francisco,Food:Coffee Shop
harj-taggar,thai-thai-noodle-san-francisco,2010-09-21T02:57:46,37.7910126,-122.4174218,San Francisco,Food:Thai
harj-taggar,san-mateo-county-superior-court-central-branch-san,2010-09-21T15:32:15,37.581344,-122.3290441,San Mateo,Home / Work / Other:Government:Courthouse
harj-taggar,the-coffee-bean-tea-leaf-san-francisco,2010-09-21T22:40:37,37.7898433,-122.434048,San Francisco,Food:Coffee Shop
harj-taggar,mayes-oyster-and-steak-house-san-francisco,2010-09-25T07:11:29,37.788272,-122.420534,San Francisco,Food:American
harj-taggar,ruths-chris-steak-house-san-francisco,2010-09-30T02:36:34,37.7904026,-122.4224436,San Francisco,Food:Steakhouse
harj-taggar,elite-cafe-san-francisco,2010-10-03T20:35:22,37.7886,-122.434,San Francisco,Food:Breakfast / Brunch
harj-taggar,hardly-strictly-bluegrass-festival-san-francisco,2010-10-03T22:31:03,37.7692899498,-122.486207485,San Francisco,Arts & Entertainment:Music Venue
harj-taggar,tofu-village-san-francisco,2010-10-04T02:20:26,37.763713,-122.478596,San Francisco,Food:Korean
mark-g,mediavest-usa-new-york,2010-06-17T12:59:18,40.7631252347,-73.9832156897,New York,Home / Work / Other:Corporate / Office:Auditorium
mark-g,wiredset-new-york,2010-06-17T12:07:23,40.7408,-74.0072,New York,Home / Work / Other:Corporate / Office:Tech Startup
mark-g,nbc-studio-1a-today-show-new-york,2010-06-17T12:06:40,40.7591067143,-73.979165554,New York,Arts & Entertainment:Other - Entertainment
mark-g,printing-house-fitness-racquet-club-new-york,2010-06-17T11:19:29,40.7299,-74.0072,New York,Home / Work / Other:Gym / Fitness
mark-g,norwood-new-york,2010-06-17T11:19:15,40.7395,-74.0012,New York,Nightlife:Cocktails / Mixology
mark-g,madison-square-garden-new-york,2010-06-17T11:19:03,40.7504918782,-73.9934778214,New York,Arts & Entertainment:Stadium
mark-g,nevada-smiths-new-york,2010-06-17T11:18:34,40.7316585,-73.9884097,New York,Nightlife:Bar
mark-g,top-of-the-standard-hotel-new-york,2010-06-17T04:51:37,40.740667,-74.007828,New York,Arts & Entertainment:Arcade
mark-g,strand-bookstore-new-york,2010-06-17T04:51:03,40.733432,-73.990939,New York,Food:Coffee Shop
mark-g,moma-museum-of-modern-art-new-york,2010-06-17T04:50:54,40.7613658922,-73.9775562286,New York,Arts & Entertainment:Art Gallery
mark-g,kenmare-new-york,2010-06-17T04:50:19,40.7208799,-73.9957558,New York,Nightlife:Bar
mark-g,the-high-line-new-york,2010-06-16T23:38:07,40.7455988045,-74.00639534,New York,Parks & Outdoors:Garden
mark-g,strand-bookstore-new-york,2010-06-16T23:37:42,40.733432,-73.990939,New York,Food:Coffee Shop
mark-g,four-seasons-hotel-new-york-new-york,2010-06-16T23:37:17,40.7618859798,-73.9715373516,New York,Travel:Hotel
mark-g,guggenheim-museum-new-york,2010-06-16T23:37:05,40.783129,-73.959242,New York,Arts & Entertainment:Museum
mark-g,wiredset-new-york,2010-06-16T21:44:35,40.7408,-74.0072,New York,Home / Work / Other:Corporate / Office:Tech Startup
mark-g,pastis-new-york,2010-06-16T21:44:27,40.7396,-74.0064,New York,Food:French
mark-g,moma-museum-of-modern-art-new-york,2010-06-16T21:44:14,40.7613658922,-73.9775562286,New York,Arts & Entertainment:Art Gallery
mark-g,norwood-new-york,2010-06-16T21:44:03,40.7395,-74.0012,New York,Nightlife:Cocktails / Mixology
mark-g,bills-bar-and-burger-new-york,2010-06-16T19:21:09,40.7402845,-74.0058232,New York,Food:Burgers
mark-g,trendrr-new-york,2010-06-16T17:09:51,40.7408408,-74.0072043,New York,Home / Work / Other:Other - Buildings
mark-g,soho-house-new-york,2010-06-16T17:09:40,40.7405341,-74.0056874,New York,Arts & Entertainment:Other - Entertainment
mark-g,nbc-studio-1a-today-show-new-york,2010-06-16T17:09:26,40.7591067143,-73.979165554,New York,Arts & Entertainment:Other - Entertainment
mark-g,wiredset-new-york,2010-06-16T15:41:46,40.7408,-74.0072,New York,Home / Work / Other:Corporate / Office:Tech Startup
mark-g,beacon-theatre-new-york,2010-06-16T15:41:36,40.7803156,-73.9814022,New York,Arts & Entertainment:Music Venue:Concert Hall
mark-g,madison-square-garden-new-york,2010-06-16T15:41:20,40.7504918782,-73.9934778214,New York,Arts & Entertainment:Stadium
mark-g,whitney-museum-of-american-art-new-york,2010-06-16T15:41:08,40.773394,-73.963834,New York,Arts & Entertainment:Museum
mark-g,pastis-new-york,2010-06-16T15:08:05,40.7396,-74.0064,New York,Food:French
mark-g,buzzfeed-new-york,2010-06-16T14:44:45,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
mark-g,wiredset-new-york,2010-06-16T13:32:30,40.7408,-74.0072,New York,Home / Work / Other:Corporate / Office:Tech Startup
mark-g,printing-house-fitness-racquet-club-new-york,2010-06-16T11:32:57,40.7299,-74.0072,New York,Home / Work / Other:Gym / Fitness
mark-g,moma-museum-of-modern-art-new-york,2010-06-16T11:31:54,40.7613658922,-73.9775562286,New York,Arts & Entertainment:Art Gallery
mark-g,strand-bookstore-new-york,2010-06-16T11:31:24,40.733432,-73.990939,New York,Food:Coffee Shop
mark-g,strand-bookstore-new-york,2010-06-16T03:52:17,40.733432,-73.990939,New York,Food:Coffee Shop
mark-g,black-comme-des-garcons-new-york,2010-06-16T03:52:06,40.7440191,-74.0068146,New York,Shops:Apparel:Boutique
mark-g,kenmare-new-york,2010-06-16T03:51:53,40.7208799,-73.9957558,New York,Nightlife:Bar
mark-g,pastis-new-york,2010-06-15T20:45:27,40.7396,-74.0064,New York,Food:French
mark-g,morgan-library-museum-new-york,2010-06-15T19:13:58,40.7493672,-73.9817685,New York,College & Education:Library
mark-g,comme-des-garcons-new-york,2010-06-15T19:13:26,40.7474398,-74.005681,New York,Shops:Apparel
mark-g,union-square-new-york,2010-06-15T18:45:33,40.735844095,-73.9904522896,New York,Parks & Outdoors:Other - Parks & Outdoor
mark-g,the-standard-grill-new-york,2010-06-15T18:21:10,40.7411768468,-74.0073823929,New York,Food:American
mark-g,the-high-line-new-york,2010-06-15T17:32:55,40.7455988045,-74.00639534,New York,Parks & Outdoors:Garden
mark-g,phillips-de-pury-company-new-york,2010-06-15T17:31:12,40.7424037,-74.0065523,New York,Arts & Entertainment:Art Gallery
mark-g,trendrr-new-york,2010-06-15T15:20:22,40.7408408,-74.0072043,New York,Home / Work / Other:Other - Buildings
mark-g,pastis-new-york,2010-06-15T15:20:04,40.7396,-74.0064,New York,Food:French
mark-g,wiredset-new-york,2010-06-15T13:41:38,40.7408,-74.0072,New York,Home / Work / Other:Corporate / Office:Tech Startup
mark-g,printing-house-fitness-racquet-club-new-york,2010-06-15T12:00:07,40.7299,-74.0072,New York,Home / Work / Other:Gym / Fitness
mark-g,soho-house-new-york,2010-06-15T11:59:28,40.7405341,-74.0056874,New York,Arts & Entertainment:Other - Entertainment
mark-g,strand-bookstore-new-york,2010-06-15T11:59:18,40.733432,-73.990939,New York,Food:Coffee Shop
mark-g,nevada-smiths-new-york,2010-06-15T11:58:55,40.7316585,-73.9884097,New York,Nightlife:Bar
mark-g,en-japanese-brasserie-new-york,2010-06-15T01:03:09,40.7305907,-74.0068124,New York,Nightlife:Sake Bar
mark-g,james-j-walker-park-new-york,2010-06-14T23:58:01,40.7302288,-74.0068527,New York,Parks & Outdoors:Playground
mark-g,the-webby-awards-new-york,2010-06-14T23:55:45,40.7060291,-74.0090594,New York,Home / Work / Other:Event Space
mark-g,cipriani-wall-street-new-york,2010-06-14T23:55:14,40.706258,-74.00934,New York,Nightlife:Cocktails / Mixology
mark-g,cipriani-wall-street-new-york,2010-06-14T23:55:11,40.706258,-74.00934,New York,Nightlife:Cocktails / Mixology
mark-g,pastis-new-york,2010-06-14T23:33:04,40.7396,-74.0064,New York,Food:French
mark-g,morgan-library-museum-new-york,2010-06-14T22:30:57,40.7493672,-73.9817685,New York,College & Education:Library
mark-g,william-morris-endeavor-new-york,2010-06-14T21:28:18,40.76216,-73.9788227,New York,Home / Work / Other:Corporate / Office
mark-g,ziegfeld-theater-new-york,2010-06-14T21:28:01,40.762896,-73.979756,New York,Arts & Entertainment:Movie Theater
mark-g,black-comme-des-garcons-new-york,2010-06-14T21:26:58,40.7440191,-74.0068146,New York,Shops:Apparel:Boutique
mark-g,comme-des-garcons-new-york,2010-06-14T21:25:04,40.7474398,-74.005681,New York,Shops:Apparel
mark-g,comme-des-garcons-new-york,2010-06-14T21:23:53,40.7474398,-74.005681,New York,Shops:Apparel
mark-g,wiredset-new-york,2010-06-14T20:29:16,40.7408,-74.0072,New York,Home / Work / Other:Corporate / Office:Tech Startup
mark-g,ace-hotel-new-york,2010-06-14T20:29:06,40.7458589105,-73.9883708954,New York,Travel:Hotel
mark-g,soho-house-new-york,2010-06-14T20:28:53,40.7405341,-74.0056874,New York,Arts & Entertainment:Other - Entertainment
mark-g,soho-house-new-york,2010-06-14T18:44:34,40.7405341,-74.0056874,New York,Arts & Entertainment:Other - Entertainment
mark-g,morgan-library-museum-new-york,2010-06-14T15:33:52,40.7493672,-73.9817685,New York,College & Education:Library
mark-g,pastis-new-york,2010-06-14T13:01:10,40.7396,-74.0064,New York,Food:French
mark-g,printing-house-fitness-racquet-club-new-york,2010-06-14T11:29:29,40.7299,-74.0072,New York,Home / Work / Other:Gym / Fitness
